resource_id,resource_name,resource_type,region,metadata,Environment,Project,Owner
res-328,DynamoDB-328,DynamoDB,us-west-2,Metadata info 328,Dev,SHIELD,Banner
res-329,Lambda-329,EC2,us-west-2,Metadata info 329,Test,SHIELD,Banner
res-330,CloudFront-330,CloudWatch,us-west-2,Metadata info 330,Test,Avengers,Banner
res-331,CloudWatch-331,CloudFront,ap-southeast-1,Metadata info 331,Dev,Starforce,
res-332,EC2-332,Lambda,us-west-2,Metadata info 332,,Avengers,Murdock
res-333,S3-333,ECS,ap-southeast-1,Metadata info 333,,Avengers,Banner
res-334,RDS-334,RDS,us-east-1,Metadata info 334,Dev,Hydra,Murdock
res-335,S3-335,RDS,us-west-2,Metadata info 335,Test,Starforce,Danvers
res-336,DynamoDB-336,CloudWatch,us-east-1,Metadata info 336,Dev,,Banner
res-337,CloudFront-337,EC2,ap-southeast-1,Metadata info 337,Prod,Starforce,
res-338,CloudFront-338,RDS,eu-west-1,Metadata info 338,Dev,SHIELD,Stark
res-339,S3-339,Lambda,us-west-2,Metadata info 339,Dev,Starforce,Banner
res-340,Lambda-340,S3,ap-southeast-1,Metadata info 340,Test,Starforce,Banner
res-341,RDS-341,S3,eu-west-1,Metadata info 341,Dev,,
res-342,RDS-342,CloudWatch,us-east-1,Metadata info 342,Prod,Avengers,Banner
res-343,DynamoDB-343,ECS,us-west-2,Metadata info 343,Test,Avengers,Stark
res-344,CloudWatch-344,CloudWatch,us-east-1,Metadata info 344,Dev,Avengers,Danvers
res-345,ECS-345,CloudFront,ap-southeast-1,Metadata info 345,,SHIELD,Danvers
res-346,DynamoDB-346,EC2,ap-southeast-1,Metadata info 346,,Hydra,Danvers
res-347,ECS-347,EC2,eu-west-1,Metadata info 347,Test,Hydra,Danvers
res-348,RDS-348,RDS,us-east-1,Metadata info 348,Dev,Hydra,
res-349,S3-349,ECS,ap-southeast-1,Metadata info 349,Prod,Hydra,Stark
res-350,ECS-350,S3,eu-west-1,Metadata info 350,Prod,Starforce,Castle
res-351,Lambda-351,Lambda,ap-southeast-1,Metadata info 351,,Avengers,
res-352,CloudFront-352,DynamoDB,us-east-1,Metadata info 352,Prod,SHIELD,Stark
res-353,RDS-353,CloudWatch,us-west-2,Metadata info 353,Test,Hydra,Banner
res-354,EC2-354,Lambda,eu-west-1,Metadata info 354,Dev,,Banner
res-355,Lambda-355,S3,us-east-1,Metadata info 355,,SHIELD,Stark
res-356,Lambda-356,Lambda,ap-southeast-1,Metadata info 356,Test,Hydra,
res-357,CloudWatch-357,EC2,eu-west-1,Metadata info 357,Dev,Hydra,Danvers
res-358,Lambda-358,CloudFront,ap-southeast-1,Metadata info 358,Prod,Avengers,
res-359,EC2-359,CloudWatch,ap-southeast-1,Metadata info 359,Test,Avengers,Castle
res-360,ECS-360,ECS,us-west-2,Metadata info 360,,SHIELD,Danvers
res-361,RDS-361,EC2,ap-southeast-1,Metadata info 361,Test,Starforce,Murdock
res-362,CloudFront-362,RDS,us-west-2,Metadata info 362,,Avengers,Castle
res-363,DynamoDB-363,CloudWatch,us-west-2,Metadata info 363,Test,Hydra,
res-364,CloudFront-364,CloudWatch,eu-west-1,Metadata info 364,,Hydra,Banner
res-365,EC2-365,RDS,us-east-1,Metadata info 365,Prod,Starforce,Castle
res-366,S3-366,CloudFront,us-west-2,Metadata info 366,Dev,Hydra,Danvers
res-367,Lambda-367,S3,us-west-2,Metadata info 367,Dev,,Stark
res-368,Lambda-368,Lambda,eu-west-1,Metadata info 368,Dev,Avengers,Castle
res-369,CloudFront-369,ECS,us-west-2,Metadata info 369,Dev,Hydra,Stark
res-370,EC2-370,CloudFront,ap-southeast-1,Metadata info 370,,Starforce,Castle
res-371,DynamoDB-371,ECS,us-west-2,Metadata info 371,Prod,SHIELD,
res-372,CloudWatch-372,DynamoDB,us-east-1,Metadata info 372,Dev,Starforce,
res-373,ECS-373,DynamoDB,us-east-1,Metadata info 373,Prod,Starforce,
res-374,ECS-374,DynamoDB,us-east-1,Metadata info 374,Prod,,Danvers
res-375,CloudFront-375,S3,us-west-2,Metadata info 375,Prod,,
res-376,RDS-376,CloudWatch,us-east-1,Metadata info 376,Test,Hydra,
res-377,RDS-377,EC2,us-west-2,Metadata info 377,Prod,SHIELD,Castle
res-378,Lambda-378,ECS,us-east-1,Metadata info 378,,Starforce,Banner
res-379,CloudFront-379,ECS,ap-southeast-1,Metadata info 379,Test,,Murdock
res-380,EC2-380,S3,eu-west-1,Metadata info 380,,Hydra,Murdock
res-381,RDS-381,DynamoDB,eu-west-1,Metadata info 381,,Hydra,Danvers
res-382,DynamoDB-382,ECS,eu-west-1,Metadata info 382,Dev,,Banner
res-383,EC2-383,RDS,ap-southeast-1,Metadata info 383,Prod,SHIELD,Stark
res-384,EC2-384,EC2,us-east-1,Metadata info 384,Dev,Starforce,Banner
res-385,CloudWatch-385,CloudWatch,us-west-2,Metadata info 385,,,Stark
res-386,S3-386,RDS,eu-west-1,Metadata info 386,,Starforce,Castle
res-387,S3-387,DynamoDB,eu-west-1,Metadata info 387,Prod,SHIELD,
res-388,DynamoDB-388,Lambda,us-east-1,Metadata info 388,Prod,SHIELD,
res-389,S3-389,CloudFront,us-west-2,Metadata info 389,Test,SHIELD,
res-390,EC2-390,EC2,us-west-2,Metadata info 390,Prod,,Murdock
res-391,CloudFront-391,CloudFront,ap-southeast-1,Metadata info 391,,Starforce,
res-392,CloudFront-392,Lambda,eu-west-1,Metadata info 392,Dev,,Castle
res-393,DynamoDB-393,CloudWatch,ap-southeast-1,Metadata info 393,Dev,,Danvers
res-394,CloudFront-394,EC2,us-west-2,Metadata info 394,,,Banner
res-395,ECS-395,Lambda,us-east-1,Metadata info 395,Prod,Avengers,Murdock
res-396,DynamoDB-396,CloudFront,ap-southeast-1,Metadata info 396,Dev,SHIELD,Banner
res-397,CloudWatch-397,S3,ap-southeast-1,Metadata info 397,,SHIELD,Castle
res-398,ECS-398,RDS,eu-west-1,Metadata info 398,Dev,Avengers,Murdock
res-399,ECS-399,Lambda,eu-west-1,Metadata info 399,Test,,Danvers
res-400,Lambda-400,CloudFront,us-west-2,Metadata info 400,,Starforce,Stark
res-401,CloudFront-401,Lambda,us-west-2,Metadata info 401,Dev,Starforce,Banner
res-402,ECS-402,EC2,us-east-1,Metadata info 402,Test,Hydra,Castle
res-403,EC2-403,DynamoDB,us-east-1,Metadata info 403,Prod,Starforce,Castle
res-404,RDS-404,EC2,ap-southeast-1,Metadata info 404,,Starforce,Murdock
res-405,Lambda-405,CloudWatch,us-west-2,Metadata info 405,Test,Hydra,Stark
res-406,S3-406,Lambda,eu-west-1,Metadata info 406,Dev,,Castle
res-407,S3-407,CloudWatch,eu-west-1,Metadata info 407,Dev,SHIELD,Murdock
res-408,CloudWatch-408,EC2,ap-southeast-1,Metadata info 408,Dev,Hydra,Castle
res-409,CloudWatch-409,CloudFront,eu-west-1,Metadata info 409,Prod,Avengers,Danvers
res-410,CloudWatch-410,CloudWatch,eu-west-1,Metadata info 410,Dev,,Danvers
res-411,S3-411,EC2,us-west-2,Metadata info 411,Prod,Hydra,Banner
res-412,Lambda-412,Lambda,us-east-1,Metadata info 412,Prod,Avengers,Castle
res-413,DynamoDB-413,Lambda,us-west-2,Metadata info 413,Dev,SHIELD,
res-414,EC2-414,RDS,us-east-1,Metadata info 414,Prod,Starforce,
res-415,Lambda-415,CloudWatch,ap-southeast-1,Metadata info 415,Dev,Hydra,Stark
res-416,DynamoDB-416,RDS,us-east-1,Metadata info 416,,,Danvers
res-417,DynamoDB-417,S3,us-west-2,Metadata info 417,Test,SHIELD,Banner
res-418,CloudFront-418,CloudWatch,eu-west-1,Metadata info 418,Test,Hydra,Castle
res-419,S3-419,Lambda,ap-southeast-1,Metadata info 419,Test,Hydra,
res-420,RDS-420,EC2,us-east-1,Metadata info 420,Dev,Starforce,Stark
res-421,RDS-421,RDS,us-west-2,Metadata info 421,Test,Hydra,Banner
res-422,Lambda-422,RDS,ap-southeast-1,Metadata info 422,Dev,Hydra,Danvers
res-423,ECS-423,EC2,us-west-2,Metadata info 423,Prod,Hydra,
res-424,Lambda-424,DynamoDB,eu-west-1,Metadata info 424,Prod,,Danvers
res-425,RDS-425,CloudFront,ap-southeast-1,Metadata info 425,,Hydra,Danvers
res-426,S3-426,CloudWatch,us-west-2,Metadata info 426,Dev,Avengers,Danvers
res-427,DynamoDB-427,S3,eu-west-1,Metadata info 427,Test,SHIELD,Banner
res-428,ECS-428,CloudFront,us-east-1,Metadata info 428,Prod,Starforce,Castle
res-429,ECS-429,CloudWatch,us-east-1,Metadata info 429,,Starforce,Murdock
res-430,S3-430,DynamoDB,eu-west-1,Metadata info 430,Test,Starforce,Castle
res-431,S3-431,S3,ap-southeast-1,Metadata info 431,Test,Avengers,Stark
res-432,CloudWatch-432,ECS,eu-west-1,Metadata info 432,Test,Hydra,Castle
res-433,CloudWatch-433,ECS,eu-west-1,Metadata info 433,Dev,,Danvers
res-434,EC2-434,DynamoDB,us-east-1,Metadata info 434,,SHIELD,
res-435,ECS-435,Lambda,eu-west-1,Metadata info 435,Test,SHIELD,Banner
res-436,CloudFront-436,RDS,eu-west-1,Metadata info 436,Test,Starforce,Banner
res-437,EC2-437,Lambda,ap-southeast-1,Metadata info 437,,,Danvers
res-438,CloudWatch-438,DynamoDB,eu-west-1,Metadata info 438,Test,SHIELD,
res-439,DynamoDB-439,EC2,eu-west-1,Metadata info 439,Prod,Avengers,Banner
res-440,CloudWatch-440,EC2,eu-west-1,Metadata info 440,Test,SHIELD,Danvers
res-441,ECS-441,DynamoDB,us-east-1,Metadata info 441,Test,,Castle
res-442,S3-442,CloudWatch,ap-southeast-1,Metadata info 442,Dev,SHIELD,Stark
res-443,RDS-443,CloudFront,ap-southeast-1,Metadata info 443,,SHIELD,Murdock
res-444,S3-444,Lambda,eu-west-1,Metadata info 444,Prod,Avengers,Castle
res-445,RDS-445,RDS,eu-west-1,Metadata info 445,Test,SHIELD,Castle
res-446,Lambda-446,RDS,ap-southeast-1,Metadata info 446,,Avengers,
res-447,S3-447,S3,us-west-2,Metadata info 447,Prod,SHIELD,Banner
res-448,Lambda-448,ECS,eu-west-1,Metadata info 448,,SHIELD,Danvers
res-449,ECS-449,RDS,eu-west-1,Metadata info 449,,Avengers,Castle
res-450,DynamoDB-450,Lambda,eu-west-1,Metadata info 450,Dev,Hydra,Banner
res-451,RDS-451,CloudWatch,eu-west-1,Metadata info 451,,,Banner
res-452,Lambda-452,CloudFront,ap-southeast-1,Metadata info 452,Dev,Starforce,Danvers
res-453,Lambda-453,RDS,eu-west-1,Metadata info 453,Test,SHIELD,Danvers
res-454,S3-454,Lambda,eu-west-1,Metadata info 454,,Starforce,Murdock
res-455,CloudWatch-455,ECS,us-east-1,Metadata info 455,Test,SHIELD,Banner
res-456,Lambda-456,Lambda,ap-southeast-1,Metadata info 456,Dev,Starforce,Murdock
res-457,CloudWatch-457,CloudWatch,us-east-1,Metadata info 457,Dev,Hydra,Banner
res-458,CloudWatch-458,RDS,us-east-1,Metadata info 458,,Avengers,Danvers
res-459,RDS-459,ECS,us-east-1,Metadata info 459,Prod,SHIELD,
res-460,DynamoDB-460,EC2,us-east-1,Metadata info 460,,Starforce,Banner
res-461,ECS-461,RDS,us-west-2,Metadata info 461,,Starforce,Murdock
res-462,Lambda-462,RDS,eu-west-1,Metadata info 462,,SHIELD,Murdock
res-463,RDS-463,EC2,us-east-1,Metadata info 463,Prod,Hydra,
res-464,DynamoDB-464,RDS,ap-southeast-1,Metadata info 464,Dev,Starforce,Murdock
res-465,S3-465,Lambda,ap-southeast-1,Metadata info 465,,Hydra,Castle
res-466,CloudWatch-466,RDS,us-west-2,Metadata info 466,Dev,Starforce,
res-467,CloudWatch-467,DynamoDB,us-east-1,Metadata info 467,,Starforce,Murdock
res-468,DynamoDB-468,ECS,ap-southeast-1,Metadata info 468,Test,Starforce,
res-469,ECS-469,Lambda,eu-west-1,Metadata info 469,Dev,Hydra,
res-470,Lambda-470,S3,us-east-1,Metadata info 470,,Starforce,Stark
res-471,Lambda-471,ECS,us-east-1,Metadata info 471,Test,Starforce,Banner
res-472,DynamoDB-472,CloudWatch,us-west-2,Metadata info 472,Dev,Hydra,Banner
res-473,DynamoDB-473,EC2,ap-southeast-1,Metadata info 473,Dev,,
res-474,Lambda-474,CloudWatch,us-west-2,Metadata info 474,,Avengers,Banner
res-475,CloudWatch-475,ECS,ap-southeast-1,Metadata info 475,Prod,,Stark
res-476,Lambda-476,CloudFront,us-west-2,Metadata info 476,Test,SHIELD,Murdock
res-477,CloudWatch-477,RDS,ap-southeast-1,Metadata info 477,Test,Hydra,Murdock
res-478,S3-478,DynamoDB,eu-west-1,Metadata info 478,Prod,,Murdock
res-479,DynamoDB-479,Lambda,ap-southeast-1,Metadata info 479,Dev,,Murdock
res-480,S3-480,CloudWatch,us-west-2,Metadata info 480,Test,,Banner
res-481,RDS-481,S3,us-west-2,Metadata info 481,Dev,Avengers,Banner
res-482,Lambda-482,ECS,us-east-1,Metadata info 482,Test,,Banner
res-483,DynamoDB-483,CloudFront,us-west-2,Metadata info 483,Test,SHIELD,Stark
res-484,DynamoDB-484,ECS,us-west-2,Metadata info 484,Prod,SHIELD,Banner
res-485,S3-485,RDS,us-west-2,Metadata info 485,Prod,,Murdock
res-486,EC2-486,CloudWatch,us-west-2,Metadata info 486,Dev,Starforce,
res-487,CloudWatch-487,CloudWatch,us-west-2,Metadata info 487,,Avengers,Murdock
res-488,CloudFront-488,CloudFront,eu-west-1,Metadata info 488,Test,,Castle
res-489,ECS-489,RDS,us-west-2,Metadata info 489,,,Danvers
res-490,ECS-490,DynamoDB,us-west-2,Metadata info 490,Prod,SHIELD,Murdock
res-491,S3-491,CloudFront,us-west-2,Metadata info 491,Dev,Hydra,Stark
res-492,CloudWatch-492,EC2,ap-southeast-1,Metadata info 492,Dev,Starforce,
res-493,DynamoDB-493,DynamoDB,us-east-1,Metadata info 493,Prod,Hydra,Murdock
res-494,DynamoDB-494,DynamoDB,us-west-2,Metadata info 494,Dev,Hydra,
res-495,EC2-495,S3,eu-west-1,Metadata info 495,Test,,Danvers
res-496,ECS-496,RDS,eu-west-1,Metadata info 496,Prod,Starforce,Danvers
res-497,CloudFront-497,EC2,ap-southeast-1,Metadata info 497,Prod,Starforce,
res-498,CloudWatch-498,S3,ap-southeast-1,Metadata info 498,Dev,Starforce,Banner
res-499,S3-499,Lambda,eu-west-1,Metadata info 499,Dev,Avengers,Castle
res-500,RDS-500,RDS,eu-west-1,Metadata info 500,Dev,Hydra,Murdock
res-501,CloudFront-501,CloudFront,eu-west-1,Metadata info 501,Dev,Avengers,Murdock
res-502,DynamoDB-502,DynamoDB,us-east-1,Metadata info 502,,Avengers,Danvers
res-503,EC2-503,RDS,us-east-1,Metadata info 503,Dev,Starforce,Danvers
res-504,S3-504,ECS,us-west-2,Metadata info 504,Test,,Murdock
res-505,EC2-505,ECS,eu-west-1,Metadata info 505,Prod,Starforce,Banner
res-506,RDS-506,ECS,ap-southeast-1,Metadata info 506,,Hydra,Danvers
res-507,EC2-507,CloudWatch,eu-west-1,Metadata info 507,Test,Hydra,Murdock
res-508,RDS-508,CloudFront,ap-southeast-1,Metadata info 508,Test,Hydra,Murdock
res-509,ECS-509,CloudFront,us-west-2,Metadata info 509,Test,Starforce,Banner
res-510,S3-510,Lambda,us-west-2,Metadata info 510,Test,Avengers,Danvers
res-511,EC2-511,RDS,eu-west-1,Metadata info 511,,SHIELD,Murdock
res-512,RDS-512,DynamoDB,eu-west-1,Metadata info 512,Dev,Starforce,Castle
res-513,RDS-513,CloudWatch,us-east-1,Metadata info 513,,,Danvers
res-514,ECS-514,Lambda,ap-southeast-1,Metadata info 514,Prod,,
res-515,CloudWatch-515,S3,us-west-2,Metadata info 515,Test,Starforce,Murdock
res-516,CloudWatch-516,RDS,eu-west-1,Metadata info 516,Dev,,Stark
res-517,DynamoDB-517,RDS,eu-west-1,Metadata info 517,,SHIELD,
res-518,CloudWatch-518,S3,eu-west-1,Metadata info 518,Prod,Avengers,Murdock
res-519,CloudFront-519,EC2,ap-southeast-1,Metadata info 519,,,
res-520,S3-520,ECS,ap-southeast-1,Metadata info 520,,Avengers,Stark
res-521,ECS-521,CloudFront,us-west-2,Metadata info 521,Prod,,
res-522,EC2-522,CloudWatch,eu-west-1,Metadata info 522,Prod,SHIELD,Danvers
res-523,Lambda-523,CloudFront,us-west-2,Metadata info 523,,Hydra,Castle
res-524,EC2-524,RDS,eu-west-1,Metadata info 524,,SHIELD,Banner
res-525,ECS-525,RDS,us-west-2,Metadata info 525,Prod,SHIELD,Stark
res-526,Lambda-526,S3,us-east-1,Metadata info 526,Dev,Starforce,Castle
res-527,RDS-527,EC2,eu-west-1,Metadata info 527,Prod,Avengers,Murdock
res-528,DynamoDB-528,CloudWatch,ap-southeast-1,Metadata info 528,,,
res-529,EC2-529,CloudWatch,us-west-2,Metadata info 529,Prod,SHIELD,Banner
res-530,ECS-530,CloudFront,ap-southeast-1,Metadata info 530,Prod,SHIELD,
res-531,EC2-531,RDS,us-east-1,Metadata info 531,,,Castle
res-532,DynamoDB-532,RDS,ap-southeast-1,Metadata info 532,Dev,Hydra,Murdock
res-533,S3-533,ECS,eu-west-1,Metadata info 533,,,
res-534,RDS-534,RDS,us-west-2,Metadata info 534,Test,SHIELD,Murdock
res-535,S3-535,RDS,us-west-2,Metadata info 535,Dev,,Danvers
res-536,ECS-536,CloudWatch,us-west-2,Metadata info 536,Dev,Hydra,
res-537,EC2-537,Lambda,us-east-1,Metadata info 537,Test,SHIELD,Stark
res-538,CloudWatch-538,S3,us-east-1,Metadata info 538,Dev,SHIELD,Stark
res-539,CloudWatch-539,S3,us-west-2,Metadata info 539,Dev,Avengers,Banner
res-540,ECS-540,CloudWatch,eu-west-1,Metadata info 540,Prod,Starforce,Murdock
res-541,CloudWatch-541,S3,ap-southeast-1,Metadata info 541,Test,Avengers,Danvers
res-542,ECS-542,EC2,eu-west-1,Metadata info 542,Dev,SHIELD,Banner
res-543,S3-543,CloudWatch,us-east-1,Metadata info 543,Prod,Avengers,
res-544,Lambda-544,RDS,us-west-2,Metadata info 544,Test,Hydra,Danvers
res-545,EC2-545,Lambda,us-east-1,Metadata info 545,Test,,Stark
res-546,DynamoDB-546,CloudWatch,eu-west-1,Metadata info 546,Dev,Starforce,Banner
res-547,CloudFront-547,EC2,us-east-1,Metadata info 547,,SHIELD,Stark
res-548,CloudWatch-548,EC2,ap-southeast-1,Metadata info 548,Prod,,Banner
res-549,ECS-549,RDS,ap-southeast-1,Metadata info 549,Dev,Hydra,Castle
res-550,RDS-550,CloudFront,eu-west-1,Metadata info 550,Test,Avengers,Stark
res-551,CloudWatch-551,CloudFront,ap-southeast-1,Metadata info 551,,Starforce,Murdock
res-552,CloudFront-552,ECS,us-east-1,Metadata info 552,Prod,Avengers,Castle
res-553,CloudWatch-553,S3,eu-west-1,Metadata info 553,Dev,Hydra,Murdock
res-554,ECS-554,DynamoDB,ap-southeast-1,Metadata info 554,Prod,Starforce,Castle
res-555,EC2-555,ECS,us-west-2,Metadata info 555,,Avengers,Stark
res-556,CloudWatch-556,EC2,eu-west-1,Metadata info 556,,SHIELD,Murdock
res-557,Lambda-557,DynamoDB,us-east-1,Metadata info 557,,SHIELD,
res-558,CloudWatch-558,RDS,eu-west-1,Metadata info 558,,,Stark
res-559,RDS-559,Lambda,us-east-1,Metadata info 559,Prod,Hydra,Murdock
res-560,DynamoDB-560,CloudWatch,us-west-2,Metadata info 560,Prod,Avengers,
res-561,CloudWatch-561,ECS,us-west-2,Metadata info 561,Dev,Starforce,Banner
res-562,CloudFront-562,Lambda,us-west-2,Metadata info 562,Prod,Hydra,Murdock
res-563,DynamoDB-563,CloudWatch,us-west-2,Metadata info 563,Prod,Avengers,Danvers
res-564,EC2-564,CloudFront,us-east-1,Metadata info 564,Dev,SHIELD,Danvers
res-565,CloudFront-565,RDS,eu-west-1,Metadata info 565,,Hydra,Stark
res-566,RDS-566,Lambda,us-west-2,Metadata info 566,Test,Avengers,Castle
res-567,Lambda-567,S3,eu-west-1,Metadata info 567,Test,Starforce,Castle
res-568,DynamoDB-568,Lambda,us-east-1,Metadata info 568,Prod,SHIELD,Castle
res-569,CloudFront-569,CloudWatch,us-east-1,Metadata info 569,Dev,Avengers,Murdock
res-570,DynamoDB-570,ECS,eu-west-1,Metadata info 570,Prod,,Castle
res-571,EC2-571,Lambda,eu-west-1,Metadata info 571,Test,,Banner
res-572,DynamoDB-572,Lambda,ap-southeast-1,Metadata info 572,,,Murdock
res-573,Lambda-573,CloudFront,ap-southeast-1,Metadata info 573,Dev,SHIELD,Castle
res-574,CloudWatch-574,CloudWatch,us-east-1,Metadata info 574,Dev,Starforce,Castle
res-575,CloudWatch-575,ECS,ap-southeast-1,Metadata info 575,Prod,,Danvers
res-576,EC2-576,ECS,us-west-2,Metadata info 576,,SHIELD,
res-577,RDS-577,S3,eu-west-1,Metadata info 577,Prod,Avengers,Banner
res-578,EC2-578,S3,us-west-2,Metadata info 578,,Avengers,Danvers
res-579,RDS-579,Lambda,us-west-2,Metadata info 579,Prod,,
res-580,CloudWatch-580,EC2,us-west-2,Metadata info 580,Test,Hydra,Banner
res-581,DynamoDB-581,S3,us-west-2,Metadata info 581,,Hydra,Castle
res-582,CloudFront-582,Lambda,ap-southeast-1,Metadata info 582,Prod,Hydra,Danvers
res-583,EC2-583,EC2,us-east-1,Metadata info 583,Test,Hydra,Murdock
res-584,RDS-584,CloudWatch,us-east-1,Metadata info 584,Test,,
res-585,CloudWatch-585,EC2,us-east-1,Metadata info 585,Test,Hydra,Murdock
res-586,DynamoDB-586,Lambda,eu-west-1,Metadata info 586,,,Murdock
res-587,ECS-587,EC2,us-west-2,Metadata info 587,Dev,,Danvers
res-588,S3-588,DynamoDB,eu-west-1,Metadata info 588,Dev,,Banner
res-589,ECS-589,DynamoDB,us-east-1,Metadata info 589,Test,Hydra,Banner
res-590,EC2-590,S3,ap-southeast-1,Metadata info 590,Dev,Avengers,Murdock
res-591,RDS-591,RDS,eu-west-1,Metadata info 591,Test,Hydra,
res-592,S3-592,EC2,us-west-2,Metadata info 592,,Hydra,Murdock
res-593,CloudFront-593,RDS,us-west-2,Metadata info 593,,SHIELD,Castle
res-594,DynamoDB-594,CloudFront,us-east-1,Metadata info 594,Dev,SHIELD,Banner
res-595,CloudFront-595,CloudFront,us-east-1,Metadata info 595,,Hydra,Banner
res-596,ECS-596,CloudWatch,eu-west-1,Metadata info 596,Dev,,Danvers
res-597,S3-597,ECS,us-west-2,Metadata info 597,Dev,Hydra,Stark
res-598,Lambda-598,S3,us-west-2,Metadata info 598,Dev,Hydra,Castle
res-599,S3-599,S3,us-west-2,Metadata info 599,Prod,Starforce,Castle
res-600,ECS-600,CloudWatch,ap-southeast-1,Metadata info 600,,Starforce,Castle
res-601,S3-601,S3,ap-southeast-1,Metadata info 601,Test,SHIELD,Castle
res-602,S3-602,CloudWatch,eu-west-1,Metadata info 602,Test,Starforce,Danvers
res-603,Lambda-603,CloudFront,us-east-1,Metadata info 603,Prod,Starforce,Banner
res-604,ECS-604,DynamoDB,eu-west-1,Metadata info 604,Prod,Hydra,Danvers
res-605,S3-605,RDS,us-west-2,Metadata info 605,Prod,Avengers,Danvers
res-606,RDS-606,RDS,eu-west-1,Metadata info 606,,Avengers,Banner
res-607,CloudWatch-607,DynamoDB,us-west-2,Metadata info 607,,Avengers,Banner
res-608,Lambda-608,CloudWatch,ap-southeast-1,Metadata info 608,Dev,Avengers,Banner
res-609,ECS-609,CloudFront,ap-southeast-1,Metadata info 609,Dev,Avengers,Castle
res-610,DynamoDB-610,ECS,ap-southeast-1,Metadata info 610,Test,Hydra,Danvers
res-611,DynamoDB-611,RDS,eu-west-1,Metadata info 611,Prod,SHIELD,Banner
res-612,S3-612,RDS,eu-west-1,Metadata info 612,,SHIELD,Danvers
res-613,CloudWatch-613,ECS,us-east-1,Metadata info 613,,Starforce,Stark
res-614,S3-614,RDS,us-east-1,Metadata info 614,,SHIELD,Stark
res-615,CloudWatch-615,CloudFront,us-west-2,Metadata info 615,Dev,Starforce,Danvers
res-616,RDS-616,CloudWatch,us-east-1,Metadata info 616,Test,Starforce,
res-617,CloudWatch-617,S3,ap-southeast-1,Metadata info 617,Prod,,Banner
res-618,Lambda-618,CloudWatch,ap-southeast-1,Metadata info 618,,,Danvers
res-619,S3-619,ECS,us-east-1,Metadata info 619,Prod,,Danvers
res-620,CloudFront-620,Lambda,eu-west-1,Metadata info 620,Test,Hydra,Murdock
res-621,S3-621,DynamoDB,us-east-1,Metadata info 621,Dev,Starforce,Murdock
res-622,CloudFront-622,RDS,us-east-1,Metadata info 622,Prod,Starforce,Danvers
res-623,EC2-623,ECS,eu-west-1,Metadata info 623,Prod,Avengers,Danvers
res-624,ECS-624,Lambda,ap-southeast-1,Metadata info 624,Prod,SHIELD,
res-625,CloudFront-625,EC2,us-east-1,Metadata info 625,Test,Avengers,Castle
res-626,Lambda-626,S3,eu-west-1,Metadata info 626,Test,SHIELD,Banner
res-627,RDS-627,CloudFront,us-east-1,Metadata info 627,Prod,Avengers,Banner
res-628,CloudWatch-628,EC2,us-west-2,Metadata info 628,Test,Avengers,Banner
res-629,CloudFront-629,EC2,eu-west-1,Metadata info 629,,Avengers,Stark
res-630,RDS-630,Lambda,us-west-2,Metadata info 630,,Avengers,Danvers
res-631,EC2-631,RDS,us-west-2,Metadata info 631,,Hydra,Murdock
res-632,CloudWatch-632,Lambda,us-east-1,Metadata info 632,,Avengers,
res-633,DynamoDB-633,RDS,us-west-2,Metadata info 633,Prod,,Danvers
res-634,CloudWatch-634,RDS,us-east-1,Metadata info 634,Prod,Avengers,
res-635,ECS-635,Lambda,eu-west-1,Metadata info 635,Dev,Starforce,Banner
res-636,RDS-636,RDS,us-east-1,Metadata info 636,,,Castle
res-637,DynamoDB-637,EC2,us-east-1,Metadata info 637,Prod,,Castle
res-638,CloudWatch-638,CloudWatch,ap-southeast-1,Metadata info 638,Test,Hydra,Murdock
res-639,DynamoDB-639,S3,us-west-2,Metadata info 639,Prod,Avengers,Danvers
res-640,EC2-640,CloudWatch,ap-southeast-1,Metadata info 640,Prod,Starforce,Murdock
res-641,ECS-641,ECS,us-east-1,Metadata info 641,Dev,Avengers,Stark
res-642,DynamoDB-642,DynamoDB,us-west-2,Metadata info 642,Dev,Hydra,
res-643,S3-643,RDS,us-west-2,Metadata info 643,Test,SHIELD,Danvers
res-644,CloudFront-644,RDS,eu-west-1,Metadata info 644,Test,SHIELD,Banner
res-645,ECS-645,RDS,us-east-1,Metadata info 645,Dev,,Stark
res-646,RDS-646,RDS,us-west-2,Metadata info 646,,Hydra,Stark
res-647,ECS-647,CloudWatch,ap-southeast-1,Metadata info 647,Test,SHIELD,Banner
res-648,RDS-648,DynamoDB,eu-west-1,Metadata info 648,Dev,Avengers,
res-649,DynamoDB-649,Lambda,ap-southeast-1,Metadata info 649,Dev,Hydra,Banner
res-650,RDS-650,Lambda,us-east-1,Metadata info 650,Dev,,Danvers
res-651,RDS-651,EC2,ap-southeast-1,Metadata info 651,,Starforce,Murdock
res-652,EC2-652,CloudWatch,us-east-1,Metadata info 652,Prod,Starforce,Stark
res-653,CloudFront-653,RDS,us-east-1,Metadata info 653,Test,Avengers,Castle
res-654,ECS-654,Lambda,eu-west-1,Metadata info 654,Prod,SHIELD,Castle
res-655,CloudWatch-655,RDS,eu-west-1,Metadata info 655,Test,Hydra,Murdock
res-656,RDS-656,CloudFront,us-east-1,Metadata info 656,Dev,,Banner
res-657,DynamoDB-657,CloudWatch,eu-west-1,Metadata info 657,,Hydra,Castle
